"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"4/15/2021 12:00:00 AM","23","1252                ","Sanitizers, speakers &amp; burners cooker","Jv24151             ","False","cr190646            "
"3/31/2021 12:00:00 AM","23","1255                ","March 2021 Water bill","Jv24213             ","False","cr371               "
"4/9/2021 12:00:00 AM","23","1257                ","Assorted CKD panel sheets","Jv24486             ","False","cr576               "
"4/30/2021 12:00:00 AM","23","1258                ","","Jv24507             ","False","cr372               "
"4/30/2021 12:00:00 AM","23","1259                ","April 2021 Motor vehicle fuel","Jv24508             ","False","cr473               "
"4/30/2021 12:00:00 AM","23","1260                ","April 2021 water bill","Jv24509             ","False","cr371               "
"5/11/2021 12:00:00 AM","23","1261                ","2021 environmental audit administration","Jv24513             ","False","cr190640            "
"2/22/2021 12:00:00 AM","23","1262                ","Welding machine and rewinding Genarator","Jv24516             ","False","cr190647            "
"4/8/2021 12:00:00 AM","23","1263                ","2021/2022 Medical insurance","Jv24519             ","False","cr538               "
"5/1/2021 12:00:00 AM","23","1264                ","Internet","Jv24528             ","False","cr190670            "
"5/3/2021 12:00:00 AM","23","1265                ","400pcs of stickers bucket and tins &amp; 400pcs of Cartons","Jv24533             ","False","cr190642            "
"4/26/2021 12:00:00 AM","23","1266                ","KBR 2021/2022 insurance","Jv24534             ","False","cr190619            "
"4/26/2021 12:00:00 AM","23","1267                ","KCG729A insurance 2021/2022","Jv24535             ","False","cr190619            "
"3/9/2021 12:00:00 AM","23","1268                ","March 2021 Sanitary services","Jv24560             ","False","cr380               "
"3/26/2021 12:00:00 AM","23","1269                ","Legal fees for Equity Vs QBPL case","Jv24571             ","False","cr190620            "
"2/16/2021 12:00:00 AM","23","1270                ","44pcs os Assorted CKD panel sheets for Industrial bay construction","Jv24574             ","False","cr576               "
"3/20/2021 12:00:00 AM","23","1272                ","Transport and courier charges of mill parts from UK","Jv24578             ","False","cr190671            "
"2/28/2021 12:00:00 AM","23","1273                ","February 2021 Consultancy","Jv24585             ","False","cr369               "
"3/31/2021 12:00:00 AM","23","1274                ","March 2021 Consultancy","Jv24586             ","False","cr369               "
"4/30/2021 12:00:00 AM","23","1275                ","April 2021 Consultancy","Jv24587             ","False","cr369               "
"4/28/2021 12:00:00 AM","23","1277                ","Digital marketing staff training service","Jv24591             ","False","cr190672            "
"5/17/2021 12:00:00 AM","23","1278                ","May 2021 security expenses","Jv24686             ","False","cr140615            "
"4/2/2021 12:00:00 AM","23","1279                ","4trips of  Fuel charges of bulk bitumen from Bitutech","Jv24692             ","False","cr571               "
"5/19/2021 12:00:00 AM","23","1280                ","Payment of pump valve blades and push rods","Jv24792             ","False","cr190673            "
"4/30/2021 12:00:00 AM","23","1281                ","April 2021 VAT payable","Jv24797             ","False","cr368               "
"5/4/2021 12:00:00 AM","23","1282                ","Purchase of 46kgs of rags wastes","Jv25049             ","False","cr190657            "
"5/31/2021 12:00:00 AM","23","1283                ","May 2021 motor veh fuel","Jv25178             ","False","cr473               "
"5/7/2021 12:00:00 AM","23","1284                ","200pcs of Bitushield No.7 20kgs","Jv25180             ","False","cr190642            "
"5/17/2021 12:00:00 AM","23","1285                ","400pcs of bitushield stickers","Jv25181             ","False","cr190642            "
"5/28/2021 12:00:00 AM","23","1286                ","May 2021 digital marketing training","Jv25268             ","False","cr190672            "
"3/29/2021 12:00:00 AM","23","1287                ","March 2021 digital marketing training","Jv25269             ","False","cr190672            "
"6/30/2020 12:00:00 AM","23","1288                ","June 2020 NHIF payable","Jv25290             ","False","cr515               "
"6/30/2020 12:00:00 AM","23","1289                ","June 2020 NSSF payable","Jv25291             ","False","cr514               "
"6/30/2020 12:00:00 AM","23","1290                ","June 2020 PAYE payable","Jv25292             ","False","cr513               "
"8/31/2020 12:00:00 AM","23","1291                ","August 2020 NHIF payable","Jv25293             ","False","cr515               "
"8/31/2020 12:00:00 AM","23","1292                ","August 2020 NSSF payable","Jv25294             ","False","cr514               "
"8/31/2020 12:00:00 AM","23","1293                ","August 2020 PAYE payable","Jv25295             ","False","cr513               "
"9/30/2020 12:00:00 AM","23","1294                ","September 2020 NHIF payable","Jv25296             ","False","cr515               "
"9/30/2020 12:00:00 AM","23","1295                ","August 2020 NSSF payable","Jv25297             ","False","cr514               "
"11/30/2020 12:00:00 AM","23","1296                ","November 2020 NHIF payable","Jv25298             ","False","cr515               "
"11/30/2020 12:00:00 AM","23","1297                ","November 2020 NSSF payable","Jv25299             ","False","cr514               "
"11/30/2020 12:00:00 AM","23","1298                ","November 2020 PAYE payables","Jv25300             ","False","cr513               "
"12/31/2020 12:00:00 AM","23","1299                ","December 2020 NHIF payable ","Jv25301             ","False","cr515               "
"12/31/2020 12:00:00 AM","23","1300                ","December 2020 NSSF payable","Jv25302             ","False","cr514               "
"12/31/2020 12:00:00 AM","23","1301                ","December 2020 PAYE payable","Jv25303             ","False","cr513               "
"10/31/2020 12:00:00 AM","23","1302                ","October 2020 PAYE payable","Jv25315             ","False","cr513               "
"1/31/2021 12:00:00 AM","23","                    ","January 2021 NHIF payable","Jv25316             ","False","cr515               "
"1/31/2021 12:00:00 AM","23","1303                ","January 2021 NSSF payable","Jv25317             ","False","cr514               "
"1/31/2021 12:00:00 AM","23","1304                ","January 2021 PAYE payable","Jv25318             ","False","cr513               "
"2/28/2021 12:00:00 AM","23","1305                ","February 2021 PAYE payable","Jv25319             ","False","cr513               "
"2/28/2021 12:00:00 AM","23","1306                ","February 2021 NSSF payable","Jv25320             ","False","cr514               "
"2/28/2021 12:00:00 AM","23","1307                ","February 2021 NHIF payable ","Jv25323             ","False","cr515               "
"3/31/2021 12:00:00 AM","23","1308                ","March 2021 NHIF payable","Jv25326             ","False","cr515               "
"3/31/2021 12:00:00 AM","23","1309                ","March 2021 NSSF payable","Jv25327             ","False","cr514               "
"3/31/2021 12:00:00 AM","23","1310                ","March 2021 PAYE payable","Jv25328             ","False","cr513               "
"4/30/2021 12:00:00 AM","23","1311                ","April 2021 NHIF payable","Jv25329             ","False","cr515               "
"4/30/2021 12:00:00 AM","23","1312                ","April 2021 NSSF payment","Jv25330             ","False","cr514               "
"4/30/2021 12:00:00 AM","23","1313                ","April 2021 PAYE payable","Jv25331             ","False","cr513               "
"5/31/2021 12:00:00 AM","23","1314                ","May 2021 NHIF payable","Jv25332             ","False","cr515               "
"5/31/2021 12:00:00 AM","23","1315                ","May 2021 NSSF payable","Jv25333             ","False","cr514               "
"5/31/2021 12:00:00 AM","23","1316                ","May 2021 PAYE payable","Jv25334             ","False","cr513               "
"6/7/2021 12:00:00 AM","23","1317                ","1500pcs of assorted stickers","Jv25351             ","False","cr190642            "
"6/5/2021 12:00:00 AM","23","1318                ","200pcs of bin cards","Jv25352             ","False","cr190642            "
"5/31/2021 12:00:00 AM","23","1319                ","May 2021 water bill","Jv25366             ","False","cr371               "
"3/27/2021 12:00:00 AM","23","1320                ","10pcs of water refill of 18.5ltrs &amp; 10cases of 1/2ltrs","Jv25532             ","False","cr190656            "
"4/7/2021 12:00:00 AM","23","1321                ","8pcs of Bottles refill ","Jv25533             ","False","cr190656            "
"5/17/2021 12:00:00 AM","23","1322                ","9pcs of bottle water refill 18.5ltrs &amp; 1carton of 1/2ltrs","Jv25579             ","False","cr190656            "
"5/7/2021 12:00:00 AM","23","1324                ","Purchase of 21540kgs of bulk bitumen 80/100","Jv25757             ","False","cr190656            "
"5/24/2021 12:00:00 AM","23","1325                ","Purchase of 21780kgs of bulk bitumen 80/100","Jv25758             ","False","cr190663            "
"6/14/2021 12:00:00 AM","23","1326                ","Purchase of 21630kgs of bulk bitumen 80/100","Jv25759             ","False","cr190663            "
"6/17/2021 12:00:00 AM","23","1327                ","Purchase of 3 bags of Hydrochloric acid ","Jv25760             ","False","cr40610             "
